"","ID","ch","sex","stage","tail","stream","trout"
"1486","GP900113001674449","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Bear","Absent"
"1487","GP900113001674450","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Bear","Absent"
"1488","GP900113001674451","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Bear","Absent"
"1489","GP900113001674453","000000000000000000000000000000000000000000000000000000111000000000000000","M","A","Full","Bear","Absent"
"1490","GP900113001674456","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Damaged","Bear","Absent"
"1491","GP900113001674465","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Full","Bear","Absent"
"1492","GP900113001674474","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Bear","Absent"
"1493","GP900113001674475","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Full","Bear","Absent"
"1494","GP900113001674478","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Full","Bear","Absent"
"1495","GP900113001674480","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Damaged","Bear","Absent"
"1496","GP900113001674482","000000000000000000000000000000000000000000000000000000100100000000000000","U","L","Full","Bear","Absent"
"1497","GP900113001674483","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Full","Bear","Absent"
"1498","GP900113001674486","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Bear","Absent"
"1499","GP900113001674491","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Full","Bear","Absent"
"1500","GP900113001674499","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Full","Bear","Absent"
"1501","GP900113001674302","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Bear","Absent"
"1502","GP900113001674312","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Damaged","Bear","Absent"
"1503","GP900113001674313","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Full","Bear","Absent"
"1504","GP900113001674321","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Full","Bear","Absent"
"1505","GP900113001674335","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Bear","Absent"
"1506","GP900113001674341","000000000000000000000000000000000000000000000000000000010000000010000000","F","A","Full","Bear","Absent"
"1507","GP900113001674343","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Bear","Absent"
"1508","GP900113001674359","000000000000000000000000000000000000000000000000000000010000100000000000","U","L","Full","Bear","Absent"
"1509","GP900113001674382","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Bear","Absent"
"1510","GP900113001674388","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Bear","Absent"
"1511","GP900113001674316","000000000000000000000000000000000000000000000000000000001000010000000000","U","L","Full","Bear","Absent"
"1512","GP900113001674353","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Full","Bear","Absent"
"1513","GP900113001674358","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Damaged","Bear","Absent"
"1514","GP900113001674366","000000000000000000000000000000000000000000000000000000001000000000010000","F","A","Full","Bear","Absent"
"1515","GP900113001674374","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Damaged","Bear","Absent"
"1516","GP900113001674385","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Bear","Absent"
"1517","GP900113001674391","000000000000000000000000000000000000000000000000000000001001000000000000","F","A","Full","Bear","Absent"
"1518","GP900113001674393","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Bear","Absent"
"1519","GP900113001674303","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Full","Bear","Absent"
"1520","GP900113001674305","000000000000000000000000000000000000000000000000000000000100010000000000","U","L","Full","Bear","Absent"
"1521","GP900113001674306","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Full","Bear","Absent"
"1522","GP900113001674310","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Full","Bear","Absent"
"1523","GP900113001674315","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Damaged","Bear","Absent"
"1524","GP900113001674331","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Damaged","Bear","Absent"
"1525","GP900113001674337","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Full","Bear","Absent"
"1526","GP900113001674339","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Damaged","Bear","Absent"
"1527","GP900113001674345","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Full","Bear","Absent"
"1528","GP900113001674357","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Full","Bear","Absent"
"1529","GP900113001674360","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Full","Bear","Absent"
"1530","GP900113001674377","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Damaged","Bear","Absent"
"1531","GP900113001674383","000000000000000000000000000000000000000000000000000000000100000000000000","F","A","Full","Bear","Absent"
"1532","GP900113001674384","000000000000000000000000000000000000000000000000000000000101100000000000","U","L","Full","Bear","Absent"
"1533","GP900113001674117","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Bear","Absent"
"1534","GP900113001674128","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Bear","Absent"
"1535","GP900113001674130","000000000000000000000000000000000000000000000000000000000010100000000000","U","L","Full","Bear","Absent"
"1536","GP900113001674136","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Bear","Absent"
"1537","GP900113001674137","000000000000000000000000000000000000000000000000000000000010000000000000","M","A","Full","Bear","Absent"
"1538","GP900113001674141","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Bear","Absent"
"1539","GP900113001674146","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Bear","Absent"
"1540","GP900113001674149","000000000000000000000000000000000000000000000000000000000010001000000000","U","L","Full","Bear","Absent"
"1541","GP900113001674153","000000000000000000000000000000000000000000000000000000000010001000010000","F","A","Full","Bear","Absent"
"1542","GP900113001674195","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Bear","Absent"
"1543","GP900113001674003","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Full","Bear","Absent"
"1544","GP900113001674012","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Full","Bear","Absent"
"1545","GP900113001674014","000000000000000000000000000000000000000000000000000000000001000000000000","F","A","Full","Bear","Absent"
"1546","GP900113001674024","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Full","Bear","Absent"
"1547","GP900113001674025","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
"1548","GP900113001674026","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
"1549","GP900113001674047","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
"1550","GP900113001674048","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
"1551","GP900113001674051","000000000000000000000000000000000000000000000000000000000001000000000000","F","A","Full","Bear","Absent"
"1552","GP900113001674052","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
"1553","GP900113001674056","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
"1554","GP900113001674058","000000000000000000000000000000000000000000000000000000000001000000000000","U","A","Damaged","Bear","Absent"
"1555","GP900113001674059","000000000000000000000000000000000000000000000000000000000001000000000000","U","M","Damaged","Bear","Absent"
"1556","GP900113001674061","000000000000000000000000000000000000000000000000000000000001000000000000","M","A","Full","Bear","Absent"
"1557","GP900113001674067","000000000000000000000000000000000000000000000000000000000001000010000000","U","L","Full","Bear","Absent"
"1558","GP900113001674070","000000000000000000000000000000000000000000000000000000000001000000000000","M","A","Damaged","Bear","Absent"
"1559","GP900113001674071","000000000000000000000000000000000000000000000000000000000001100000000000","M","A","Full","Bear","Absent"
"1560","GP900113001674072","000000000000000000000000000000000000000000000000000000000001000000001000","M","A","Full","Bear","Absent"
"1561","GP900113001674082","000000000000000000000000000000000000000000000000000000000001000010000000","U","L","Full","Bear","Absent"
"1562","GP900113001674087","000000000000000000000000000000000000000000000000000000000001000100000000","U","L","Full","Bear","Absent"
"1563","GP900113001674094","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
"1564","GP900113001674095","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Bear","Absent"
